model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
Ford,2017,13999,Manual,46502,Diesel,145,54.3,2
vw,2015,9500,Manual,46501,Diesel,20,70.6,1.6
vw,2017,12490,Manual,46500,Diesel,145,61.4,1.6
toyota,2015,5500,Manual,46500,Petrol,0,69,1
BMW,2014,9480,Manual,46498,Diesel,20,68.9,2
vw,2017,16442,Manual,46498,Diesel,20,67.3,2
toyota,2017,18698,Manual,46498,Diesel,260,40.4,2.4
skoda,2017,10175,Manual,46498,Diesel,0,74.3,1.6
vw,2013,7652,Manual,46495,Diesel,30,65.7,1.6
audi,2016,13890,Manual,46491,Diesel,30,61.4,2
vw,2016,12495,Manual,46485,Diesel,20,68.9,2
Ford,2016,8125,Manual,46480,Petrol,20,61.4,1
vw,2016,11471,Manual,46472,Petrol,150,47,1.8
vw,2017,12488,Manual,46466,Petrol,20,60.1,1.4
Hyundai,2014,4998,Manual,46460,Petrol,20,60.1,1
vw,2015,7168,Manual,46453,Petrol,20,60.1,1
vw,2016,7995,Manual,46440,Petrol,20,60.1,1.2
Hyundai,2013,6495,Manual,46436,Petrol,160,43.5,1.6
vw,2014,5195,Manual,46430,Petrol,20,62.8,1
audi,2017,15999,Manual,46424,Diesel,30,64.2,2
BMW,2016,13991,Manual,46424,Diesel,125,60.1,2
vw,2014,13499,Manual,46421,Diesel,20,67.3,2
BMW,2013,11385,Manual,46417,Diesel,30,62.8,2
Ford,2014,4750,Manual,46416,Petrol,30,57.7,1.2
Ford,2014,10200,Manual,46411,Diesel,145,53.3,2
vw,2013,8599,Manual,46409,Petrol,160,44.1,1.4
toyota,2014,4390,Manual,46406,Petrol,0,65.7,1
Ford,2017,8998,Manual,46400,Diesel,20,68.9,1.5
skoda,2015,12498,Manual,46399,Diesel,20,68.9,2
vw,2013,8991,Manual,46397,Petrol,30,53.3,1.4
Ford,2017,9995,Manual,46391,Petrol,30,54.3,1
Ford,2016,9298,Manual,46377,Diesel,0,74.3,1.5
skoda,2018,14793,Manual,46377,Petrol,145,53.3,1
skoda,2015,11645,Manual,46365,Diesel,160,49.6,2
Ford,2017,14998,Manual,46362,Diesel,125,56.5,2
BMW,2017,14500,Manual,46350,Diesel,30,62.8,2
vw,2013,4995,Manual,46350,Petrol,125,51.4,1.2
vw,2016,8000,Manual,46348,Petrol,20,58.9,1
skoda,2016,6450,Manual,46346,Petrol,20,60.1,1.2
Ford,2015,8500,Manual,46342,Diesel,0,74.3,1.5
skoda,2017,8298,Manual,46334,Diesel,150,78.5,1.4
audi,2013,9500,Manual,46333,Diesel,30,61.4,2
Ford,2013,5999,Manual,46332,Petrol,0,65.7,1
Ford,2014,6221,Manual,46321,Petrol,30,54.3,1.2
vw,2015,4998,Manual,46321,Petrol,20,62.8,1
Ford,2014,5899,Manual,46314,Petrol,30,54.3,1.2
Ford,2015,7690,Manual,46306,Petrol,20,61.4,1
audi,2014,9300,Manual,46302,Petrol,30,57.6,1.2
Ford,2015,8499,Manual,46301,Diesel,0,74.3,1.5
Hyundai,2017,8099,Manual,46297,Petrol,150,55.4,1.2
audi,2017,22900,Manual,46295,Petrol,205,40.4,2
BMW,2015,9000,Manual,46295,Diesel,0,83.1,1.5
vw,2015,17998,Manual,46294,Petrol,200,39.8,2
Ford,2018,15790,Manual,46286,Petrol,150,41.5,2
Ford,2017,8211,Manual,46282,Petrol,20,61.4,1
vw,2013,8391,Manual,46267,Petrol,165,44.1,1.4
vw,2017,9832,Manual,46262,Petrol,145,60.1,1.2
Ford,2013,6500,Manual,46260,Petrol,30,55.4,1
Ford,2015,12300,Manual,46249,Diesel,125,60.1,2
Ford,2017,9200,Manual,46249,Petrol,145,61.4,1
vw,2016,14900,Manual,46246,Diesel,20,67.3,2
Hyundai,2013,6998,Manual,46245,Diesel,145,48.7,1.7
Ford,2015,7511,Manual,46243,Diesel,0,78.5,1.5
Ford,2018,9990,Manual,46240,Petrol,145,56.5,1
vw,2016,6489,Manual,46237,Petrol,20,64.2,1
vw,2015,10498,Manual,46223,Petrol,30,53.3,1.4
toyota,2016,6498,Manual,46223,Petrol,0,69,1
skoda,2017,9995,Manual,46222,Diesel,150,68.9,1.6
Ford,2015,7490,Manual,46212,Petrol,125,53.3,1
vw,2016,8252,Manual,46211,Petrol,20,60.1,1.2
BMW,2015,11679,Manual,46200,Petrol,30,54.3,1.5
toyota,2013,5840,Manual,46200,Petrol,125,52.3,1.3
audi,2013,11500,Manual,46197,Diesel,30,61.4,2
vw,2015,12410,Manual,46195,Diesel,20,68.9,2
Ford,2013,5820,Manual,46191,Petrol,30,54.3,1.2
Hyundai,2017,6298,Manual,46185,Petrol,20,60.1,1
vw,2014,12995,Manual,46179,Diesel,20,67.3,2
Ford,2016,9690,Manual,46176,Diesel,0,74.3,1.5
vw,2014,7250,Manual,46171,Petrol,20,60.1,1
BMW,2016,12369,Manual,46170,Diesel,20,70.6,1.5
toyota,2018,11290,Manual,46168,Diesel,150,67.3,1.6
skoda,2013,7995,Manual,46166,Petrol,125,53.3,1.4
Hyundai,2016,6990,Manual,46164,Diesel,20,68.9,1.4
Ford,2015,7998,Manual,46155,Diesel,20,67.3,1.6
vw,2017,15098,Manual,46153,Diesel,20,67.3,2
skoda,2014,7498,Manual,46152,Diesel,20,67.3,1.6
Hyundai,2014,7498,Manual,46152,Diesel,30,62.8,1.7
audi,2017,15498,Manual,46147,Diesel,145,70.6,2
BMW,2017,10999,Manual,46147,Diesel,0,83.1,1.5
Hyundai,2015,7520,Manual,46142,Diesel,0,78.4,1.6
audi,2017,16495,Manual,46140,Diesel,145,61.4,1.6
Ford,2018,14999,Manual,46140,Diesel,145,64.2,1.5
BMW,2017,14100,Manual,46134,Diesel,150,68.9,2
Ford,2017,8900,Manual,46134,Petrol,145,60.1,1
vw,2016,8950,Manual,46133,Petrol,20,60.1,1.2
BMW,2017,10400,Manual,46130,Diesel,0,78.5,1.5
skoda,2016,13490,Manual,46125,Diesel,20,68.9,2
Ford,2015,7650,Manual,46123,Petrol,125,53.3,1
audi,2016,15590,Manual,46113,Diesel,145,55.4,2
vw,2016,10399,Manual,46113,Diesel,0,74.3,1.6
audi,2015,10200,Manual,46112,Petrol,20,60.1,1.4
audi,2016,14999,Manual,46107,Petrol,200,40.9,2
Ford,2016,8999,Manual,46101,Diesel,0,74.3,1.5
audi,2017,11771,Manual,46096,Petrol,145,67.3,1
skoda,2017,13799,Manual,46086,Diesel,20,67.3,2
Ford,2013,5880,Manual,46079,Diesel,30,61.4,1.6
vw,2015,13150,Manual,46070,Diesel,20,67.3,2
vw,2014,9818,Manual,46069,Diesel,20,67.3,2
audi,2017,17241,Manual,46063,Diesel,145,53.3,2
audi,2015,12999,Manual,46062,Petrol,125,50.4,1.4
Ford,2014,7360,Manual,46059,Petrol,0,65.7,1
BMW,2013,7990,Manual,46057,Diesel,20,68.9,2
Ford,2011,5925,Manual,46054,Petrol,145,47.9,1.6
Ford,2014,8495,Manual,46042,Petrol,20,60.1,1
Ford,2016,8699,Manual,46040,Diesel,30,61.4,1.6
Ford,2016,8691,Manual,46038,Diesel,0,74.3,1.5
BMW,2016,10899,Manual,46035,Diesel,20,70.6,1.5
Ford,2015,10441,Manual,46032,Diesel,125,60.1,2
Ford,2013,5995,Manual,46028,Petrol,30,54.3,1.2
vw,2015,11498,Manual,46027,Diesel,20,55.4,2
vw,2015,9998,Manual,46026,Petrol,30,53.3,1.4
skoda,2016,12000,Manual,46026,Diesel,20,68.9,2
vw,2015,10695,Manual,46024,Petrol,30,53.3,1.4
audi,2013,12640,Manual,46022,Diesel,30,60.1,2
vw,2016,8812,Manual,46021,Diesel,0,72.4,1.6
vw,2017,9490,Manual,46019,Petrol,20,60.1,1.2
vw,2016,9199,Manual,46017,Petrol,20,60.1,1.2
BMW,2015,12300,Manual,46015,Diesel,125,58.9,2
vw,2013,6850,Manual,46013,Petrol,125,53.3,1.2
Ford,2014,5995,Manual,46012,Petrol,30,55.4,1
Ford,2017,9998,Manual,46011,Diesel,0,74.3,1.5
vw,2014,12995,Manual,46011,Diesel,165,48.7,2
Ford,2015,7998,Manual,46010,Diesel,20,67.3,1.6
Ford,2016,10000,Manual,46008,Diesel,0,74.3,1.5
Ford,2015,13000,Manual,46007,Diesel,20,67.3,2
audi,2015,14990,Manual,46000,Diesel,30,61.4,2
audi,2016,14250,Manual,46000,Petrol,20,60.1,1.4
audi,2016,10800,Manual,46000,Petrol,0,67.3,1
audi,2012,5995,Manual,46000,Petrol,205,40.9,1.6
audi,2010,6240,Manual,46000,Diesel,135,55.4,2
BMW,2014,9799,Manual,46000,Petrol,145,50.4,1.6
BMW,2015,8490,Manual,46000,Petrol,125,53.3,1.5
BMW,2004,19500,Manual,46000,Petrol,325,23.3,3.2
BMW,2017,13000,Manual,46000,Petrol,125,52.3,1.5
Ford,2016,8990,Manual,46000,Petrol,0,65.7,1
Ford,2016,7550,Manual,46000,Diesel,0,78.5,1.5
Ford,2016,9500,Manual,46000,Diesel,0,74.3,1.5
Ford,2014,6495,Manual,46000,Petrol,30,54.3,1.2
Ford,2011,6288,Manual,46000,Petrol,145,47.9,1.6
vw,2017,11750,Manual,46000,Diesel,150,61.4,1.6
vw,2013,8995,Manual,46000,Petrol,125,53.3,1.4
vw,2017,12400,Manual,46000,Petrol,30,53.3,1.4
vw,2017,7990,Manual,46000,Diesel,0,74.3,1.6
vw,2017,15990,Manual,46000,Petrol,145,48.7,1.4
vw,2014,6495,Manual,46000,Petrol,20,60.1,1
vw,2015,12995,Manual,46000,Diesel,30,53.3,2
vw,2013,8791,Manual,46000,Petrol,200,39.8,1.8
toyota,2015,12232,Manual,46000,Diesel,150,53,2
toyota,2012,4995,Manual,46000,Diesel,125,57.6,1.4
skoda,2016,9494,Manual,46000,Diesel,0,74.3,1.6
skoda,2013,8699,Manual,46000,Diesel,30,61.4,2
Hyundai,2015,9495,Manual,46000,Diesel,145,53.3,1.7
Hyundai,2016,5500,Manual,46000,Petrol,20,60.1,1
Hyundai,2013,3750,Manual,46000,Petrol,20,61.4,1.2
vw,2014,8407,Manual,45999,Diesel,0,68.9,1.6
audi,2016,12000,Manual,45998,Petrol,30,55.4,1.4
vw,2014,13989,Manual,45995,Diesel,20,67.3,2
vw,2014,13989,Manual,45995,Diesel,20,67.3,2
vw,2015,14000,Manual,45994,Diesel,20,67.3,2
Ford,2013,8790,Manual,45987,Diesel,145,52.3,1.6
skoda,2015,11790,Manual,45987,Diesel,125,58.9,2
vw,2015,14798,Manual,45985,Diesel,20,67.3,2
Hyundai,2016,7790,Manual,45985,Diesel,0,78.4,1.6
vw,2016,13995,Manual,45984,Diesel,30,64.2,1.6
vw,2014,5500,Manual,45983,Petrol,20,60.1,1
Ford,2015,12890,Manual,45980,Diesel,150,54.3,2
Ford,2016,16170,Manual,45973,Diesel,125,56.5,2
Ford,2015,9999,Manual,45971,Diesel,20,68.9,2
Ford,2016,12918,Manual,45962,Petrol,160,45.6,1.5
Ford,2009,3695,Manual,45962,Petrol,145,49.6,1.2
skoda,2017,8495,Manual,45956,Petrol,20,58.9,1.2
audi,2016,10495,Manual,45954,Diesel,0,80.7,1.6
vw,2016,10500,Manual,45935,Diesel,20,68.9,1.6
Ford,2016,8999,Manual,45934,Diesel,0,74.3,1.5
BMW,2016,10725,Manual,45930,Petrol,145,48.7,1.5
vw,2015,16000,Manual,45930,Petrol,145,47.1,2
Ford,2014,6680,Manual,45926,Petrol,0,65.7,1
vw,2016,12992,Manual,45925,Diesel,20,68.9,2
BMW,2016,10016,Manual,45919,Petrol,125,53.3,1.5
Ford,2014,7999,Manual,45918,Diesel,20,67.3,1.6
Hyundai,2016,12700,Manual,45910,Diesel,200,47.9,2
audi,2016,15800,Manual,45907,Diesel,30,64.2,2
skoda,2016,7795,Manual,45895,Petrol,30,57.7,1.2
Ford,2015,10000,Manual,45888,Diesel,20,68.9,1.5
vw,2015,9100,Manual,45888,Petrol,20,61.4,1.4
BMW,2013,10995,Manual,45883,Diesel,30,62.8,2
Ford,2013,4198,Manual,45880,Petrol,30,57.7,1.2
Ford,2015,7660,Manual,45878,Diesel,0,74.3,1.5
audi,2016,15998,Manual,45876,Diesel,30,60.1,2
toyota,2014,5999,Manual,45876,Diesel,0,72.4,1.4
Hyundai,2016,12026,Manual,45876,Diesel,30,61.7,1.7
Ford,2015,6634,Manual,45859,Petrol,0,65.7,1
Ford,2017,16998,Manual,45854,Petrol,150,41.5,2
BMW,2015,15500,Manual,45853,Petrol,300,35.3,3
Ford,2016,7490,Manual,45853,Diesel,0,88.3,1.5
vw,2015,10995,Manual,45850,Diesel,20,68.9,2
Ford,2015,7999,Manual,45837,Petrol,125,54.3,1.2
skoda,2017,16400,Manual,45831,Diesel,145,67.3,2
Ford,2017,7989,Manual,45830,Diesel,20,68.9,1.5
audi,2017,12200,Manual,45826,Petrol,20,60.1,1
vw,2014,9995,Manual,45825,Diesel,150,53.3,2
BMW,2016,10300,Manual,45820,Petrol,125,53.3,1.5
vw,2016,11200,Manual,45818,Diesel,20,67.3,2
Ford,2013,3820,Manual,45804,Petrol,30,57.7,1.2
skoda,2016,9348,Manual,45801,Diesel,0,74.3,1.6
audi,2016,12914,Manual,45799,Diesel,20,70.6,2
BMW,2016,13500,Manual,45799,Diesel,30,64.2,2
BMW,2016,13299,Manual,45795,Diesel,20,68.9,2
vw,2015,9550,Manual,45789,Petrol,20,61.4,1.4
Ford,2013,5799,Manual,45787,Petrol,30,54.3,1.2
Ford,2014,7499,Manual,45782,Petrol,0,65.7,1
vw,2012,6799,Manual,45774,Diesel,125,58.9,2
Ford,2018,10300,Manual,45773,Petrol,145,57.7,1
Hyundai,2016,6400,Manual,45770,Petrol,20,60.1,1.2
Hyundai,2016,6400,Manual,45770,Petrol,20,60.1,1.2
audi,2014,13490,Manual,45763,Diesel,30,62.8,2
toyota,2013,6675,Manual,45763,Petrol,125,51.4,1.3
Ford,2013,5750,Manual,45761,Petrol,30,54.3,1.2
vw,2015,9799,Manual,45758,Diesel,20,68.9,2
toyota,2015,13500,Manual,45757,Diesel,125,57.6,2
toyota,2015,13500,Manual,45757,Diesel,125,57.6,2
toyota,2015,13500,Manual,45757,Diesel,125,57.6,2
Ford,2017,8998,Manual,45755,Diesel,150,64.2,1.5
BMW,2013,9499,Manual,45750,Diesel,160,51.4,2
Ford,2015,7771,Manual,45750,Petrol,125,53.3,1
vw,2016,10700,Manual,45750,Petrol,20,61.4,1.4
audi,2015,14999,Manual,45748,Diesel,160,51.4,2
Hyundai,2016,5995,Manual,45748,Petrol,20,61.4,1
vw,2015,6498,Manual,45741,Petrol,20,60.1,1
Ford,2013,5490,Manual,45740,Petrol,30,54.3,1.2
Hyundai,2017,14298,Manual,45726,Diesel,150,61.7,1.7
vw,2016,10320,Manual,45725,Diesel,0,74.3,1.6
toyota,2014,4990,Manual,45725,Petrol,0,69,1
BMW,2016,9500,Manual,45719,Diesel,0,83.1,1.5
vw,2017,10998,Manual,45715,Petrol,30,55.4,1.4
vw,2015,13334,Manual,45710,Diesel,20,67.3,2
vw,2014,8385,Manual,45703,Diesel,0,68.9,1.6
vw,2016,14989,Manual,45701,Diesel,20,67.3,2
vw,2016,14689,Manual,45701,Diesel,20,67.3,2
Ford,2015,6999,Manual,45693,Petrol,0,65.7,1
Ford,2016,9709,Manual,45690,Diesel,30,64.2,1.5
Ford,2017,7299,Manual,45688,Petrol,0,65.7,1
toyota,2014,6999,Manual,45678,Petrol,30,55,1.3
Ford,2016,16998,Manual,45668,Diesel,200,44.8,2
Hyundai,2016,10800,Manual,45668,Diesel,30,61.7,1.7
vw,2016,8299,Manual,45648,Petrol,20,60.1,1
audi,2016,10995,Manual,45644,Diesel,0,80.7,1.6
vw,2016,9995,Manual,45642,Diesel,0,74.3,1.6
Hyundai,2015,6844,Manual,45640,Petrol,145,47.1,1.4
Ford,2014,6600,Manual,45623,Petrol,30,56.5,1
audi,2016,15690,Manual,45622,Petrol,150,47.1,1.8
vw,2014,6472,Manual,45622,Petrol,125,51.4,1.2
Ford,2015,7499,Manual,45621,Petrol,125,52.3,1
BMW,2017,11900,Manual,45616,Diesel,20,68.9,2
Hyundai,2014,7100,Manual,45616,Petrol,165,46,1.4
Hyundai,2013,3750,Manual,45615,Petrol,20,61.4,1.2
vw,2014,5602,Manual,45614,Petrol,0,68.9,1
Ford,2017,6491,Manual,45613,Petrol,30,57.7,1.2
Ford,2015,7700,Manual,45604,Petrol,0,65.7,1
Ford,2014,6500,Manual,45600,Diesel,0,76.4,1.5
Ford,2014,12500,Manual,45599,Petrol,235,39.2,2
toyota,2017,9392,Manual,45599,Diesel,20,67.3,1.6
Ford,2015,7199,Manual,45596,Petrol,20,61.4,1
Ford,2015,10499,Manual,45594,Diesel,125,60.1,2
vw,2014,5221,Manual,45594,Petrol,20,62.8,1
Ford,2015,9362,Manual,45588,Petrol,20,60.1,1
Hyundai,2017,12490,Manual,45579,Diesel,30,61.7,1.7
Ford,2015,7350,Manual,45578,Diesel,20,70.6,1.6
Ford,2015,8000,Manual,45566,Diesel,0,74.3,1.5
Hyundai,2012,5790,Manual,45566,Petrol,145,45.6,1.4
vw,2016,11999,Manual,45565,Petrol,150,47,1.8
audi,2015,11000,Manual,45551,Diesel,0,80.7,1.6
skoda,2017,8391,Manual,45551,Petrol,150,57.7,1.2
Ford,2015,8462,Manual,45549,Petrol,20,60.1,1
Ford,2014,9298,Manual,45543,Diesel,145,53.3,2
Ford,2013,6498,Manual,45536,Diesel,30,62.8,1.6
toyota,2015,6495,Manual,45536,Petrol,0,69,1
skoda,2017,12991,Manual,45533,Petrol,125,51.4,1.2
Ford,2016,9491,Manual,45526,Diesel,0,74.3,1.5
skoda,2016,9500,Manual,45522,Petrol,125,51.4,1.2
Ford,2015,9500,Manual,45506,Diesel,20,68.9,2
Ford,2015,10000,Manual,45506,Diesel,20,68.9,2
skoda,2014,8250,Manual,45505,Diesel,145,55.4,2
audi,2015,12798,Manual,45500,Diesel,20,67.3,2
audi,2017,14800,Manual,45500,Diesel,20,68.9,2
Ford,2017,9200,Manual,45500,Diesel,150,85.6,1.5
Ford,2015,8299,Manual,45500,Diesel,0,78.5,1.5
Ford,2012,3295,Manual,45500,Petrol,30,57.7,1.2
vw,2015,13590,Manual,45500,Diesel,160,49.6,2
toyota,2017,8795,Manual,45500,Petrol,150,58.9,1.5
skoda,2013,8990,Manual,45500,Petrol,125,53.3,1.4
skoda,2014,4990,Manual,45500,Petrol,125,49.6,1.2
Ford,2014,10699,Manual,45497,Diesel,200,47.9,2
Ford,2014,10699,Manual,45497,Diesel,200,47.9,2
toyota,2016,8498,Manual,45495,Diesel,20,65.7,1.6
Hyundai,2014,5499,Manual,45495,Petrol,30,57.6,1.2
vw,2017,11990,Manual,45492,Petrol,125,53.3,1.4
audi,2017,16400,Manual,45491,Diesel,30,61.4,2
Ford,2010,7495,Manual,45486,Petrol,205,47.9,1.6
audi,2016,14300,Manual,45485,Diesel,20,70.6,2
BMW,2016,15998,Manual,45484,Diesel,125,58.9,2
BMW,2016,14200,Manual,45479,Diesel,125,58.9,2
audi,2017,18000,Manual,45478,Petrol,150,50.4,1.4
audi,2016,11500,Manual,45478,Petrol,125,53.3,1.4
skoda,2017,11490,Manual,45475,Petrol,125,51.4,1.2
Ford,2014,5988,Manual,45466,Diesel,20,70.6,1.6
Ford,2015,8810,Manual,45463,Diesel,0,74.3,1.5
BMW,2017,12750,Manual,45462,Diesel,145,67.3,2
Ford,2017,13995,Manual,45461,Diesel,150,64.2,1.5
Hyundai,2013,3998,Manual,45461,Petrol,30,57.6,1.2
Ford,2014,6998,Manual,45460,Diesel,125,60.1,1.6
audi,2016,12800,Manual,45454,Petrol,30,56.5,1.4
toyota,2014,3998,Manual,45451,Petrol,0,65.7,1
Ford,2017,8700,Manual,45450,Diesel,0,74.3,1.5
Hyundai,2014,6750,Manual,45449,Petrol,145,47.1,1.4
Ford,2016,8450,Manual,45444,Diesel,0,74.3,1.5
Ford,2017,11000,Manual,45435,Petrol,150,54.3,1
audi,2015,13480,Manual,45427,Petrol,125,52.3,1.4
skoda,2014,4850,Manual,45423,Petrol,0,68.9,1
BMW,2014,11200,Manual,45400,Diesel,30,64.2,2
Ford,2017,15591,Manual,45400,Diesel,20,67.3,2
vw,2017,10990,Manual,45399,Petrol,30,53.3,1.4
skoda,2016,7862,Manual,45399,Diesel,0,78.6,1.4
vw,2016,8750,Manual,45398,Petrol,20,60.1,1.2
Ford,2015,7999,Manual,45395,Diesel,0,74.3,1.5
Ford,2015,9000,Manual,45394,Diesel,125,60.1,2
toyota,2017,9491,Manual,45390,Petrol,145,58.9,1.2
Ford,2017,17000,Manual,45386,Diesel,160,48.7,2
Ford,2014,8649,Manual,45379,Petrol,145,47.9,1.6
vw,2015,6998,Manual,45378,Petrol,20,60.1,1
Ford,2016,8000,Manual,45375,Diesel,0,78.5,1.5
vw,2016,12990,Manual,45375,Diesel,145,53.3,2
skoda,2016,7990,Manual,45374,Diesel,0,78.5,1.4
Ford,2015,9995,Manual,45373,Diesel,20,68.9,1.5
vw,2016,15299,Manual,45372,Diesel,125,56.5,2
vw,2016,8995,Manual,45371,Diesel,0,83.1,1.4
Ford,2015,7499,Manual,45363,Diesel,0,74.3,1.5
toyota,2015,6998,Manual,45357,Petrol,30,55,1.3
vw,2014,9400,Manual,45351,Petrol,30,58.9,1.4
Ford,2017,8500,Manual,45345,Petrol,145,65.7,1
BMW,2018,18000,Manual,45344,Diesel,145,64.2,2
Ford,2015,7799,Manual,45343,Diesel,30,61.4,1.6
BMW,2016,10500,Manual,45340,Diesel,0,83.1,1.5
vw,2016,15000,Manual,45340,Diesel,20,67.3,2
audi,2016,12992,Manual,45338,Petrol,145,51.4,1.4
vw,2015,15490,Manual,45325,Diesel,260,35.3,2
audi,2017,15395,Manual,45324,Petrol,30,60.1,1.4
vw,2016,11450,Manual,45324,Diesel,20,68.9,2
Ford,2015,7990,Manual,45323,Diesel,20,67.3,1.6
skoda,2017,8695,Manual,45322,Petrol,145,64.2,1
Ford,2014,7299,Manual,45310,Petrol,20,60.1,1
Ford,2015,9498,Manual,45309,Diesel,125,60.1,2
Ford,2016,13280,Manual,45298,Diesel,145,54.3,2
toyota,2013,7299,Manual,45285,Petrol,150,46.3,1.6
Hyundai,2015,4990,Manual,45278,Petrol,20,60.1,1
Ford,2019,9850,Manual,45275,Petrol,150,56.5,1
vw,2017,9990,Manual,45273,Petrol,145,60.1,1.2
Ford,2013,5650,Manual,45270,Petrol,30,54.3,1.2
Ford,2017,12000,Manual,45267,Diesel,145,54.3,2
skoda,2015,7498,Manual,45262,Diesel,0,80.7,1.4
audi,2016,12875,Manual,45258,Petrol,20,60.1,1.4
Ford,2015,6210,Manual,45258,Petrol,125,54.3,1.2
Ford,2016,8498,Manual,45256,Petrol,20,60.1,1
Ford,2016,7299,Manual,45254,Diesel,20,68.9,1.5
BMW,2016,13999,Manual,45253,Diesel,30,67.3,2
Ford,2013,6191,Manual,45250,Diesel,0,85.6,1.6
vw,2017,14400,Manual,45245,Diesel,20,67.3,2
Hyundai,2013,5000,Manual,45230,Petrol,20,61.4,0
BMW,2018,12291,Manual,45228,Diesel,145,72.4,1.5
vw,2016,10998,Manual,45208,Diesel,20,68.9,2
audi,2016,14900,Manual,45202,Petrol,125,50.4,1.4
Ford,2014,4290,Manual,45201,Petrol,30,57.7,1.2
vw,2015,9290,Manual,45201,Diesel,0,68.9,1.6
skoda,2014,10495,Manual,45200,Diesel,160,52.3,2
Ford,2015,8498,Manual,45198,Diesel,20,68.9,1.5
vw,2017,9900,Manual,45194,Petrol,0,65.7,1
vw,2017,14000,Manual,45193,Diesel,150,55.4,2
Ford,2013,7995,Manual,45187,Petrol,0,65.7,1
vw,2017,15491,Manual,45185,Diesel,125,58.9,2
Ford,2013,6260,Manual,45180,Petrol,0,65.7,1
Ford,2015,13699,Manual,45180,Diesel,145,54.3,2
BMW,2018,13299,Manual,45166,Diesel,145,65.7,2
Hyundai,2015,8795,Manual,45163,Diesel,145,53.3,1.7
Ford,2017,7500,Manual,45162,Petrol,125,54.3,1.2
audi,2016,16388,Manual,45160,Diesel,30,61.4,2
Ford,2013,6495,Manual,45159,Petrol,145,47.1,1.4
Ford,2014,7490,Manual,45153,Petrol,30,56.5,1
Ford,2017,8870,Manual,45151,Diesel,145,74.3,1.5
vw,2017,11995,Manual,45146,Petrol,30,53.3,1.4
vw,2017,14398,Manual,45145,Diesel,20,67.3,2
vw,2017,15950,Manual,45142,Diesel,125,58.9,2
Hyundai,2016,10610,Manual,45142,Diesel,30,65.7,1.7
vw,2015,11000,Manual,45133,Diesel,20,68.9,2
toyota,2011,4495,Manual,45128,Petrol,125,50.4,1.3
skoda,2016,12290,Manual,45127,Diesel,150,55.4,2
Ford,2017,14725,Manual,45126,Diesel,150,60.1,1
Ford,2015,6991,Manual,45123,Petrol,20,60.1,1
Ford,2014,6091,Manual,45121,Petrol,150,47.1,1.4
Ford,2015,6998,Manual,45112,Diesel,0,88.3,1.5
vw,2016,10490,Manual,45110,Diesel,0,74.3,1.6
vw,2017,10585,Manual,45108,Diesel,20,72.4,1.6
vw,2014,9490,Manual,45107,Petrol,125,53.3,1.4
audi,2016,15699,Manual,45100,Diesel,30,67.3,2
vw,2017,10000,Manual,45093,Petrol,150,60.1,1.2
Ford,2014,5888,Manual,45091,Petrol,30,55.4,1
Ford,2014,6500,Manual,45073,Petrol,20,58.9,1
audi,2015,11484,Manual,45070,Petrol,30,55.4,1.4
Ford,2014,6698,Manual,45067,Petrol,0,65.7,1
skoda,2014,9300,Manual,45065,Diesel,200,47.9,2
vw,2015,16498,Manual,45063,Petrol,200,39.8,2
Ford,2013,5990,Manual,45055,Petrol,30,54.3,1.2
vw,2016,7990,Manual,45055,Petrol,20,60.1,1
vw,2016,15790,Manual,45048,Diesel,20,67.3,2
Ford,2015,9199,Manual,45045,Diesel,0,74.3,1.5
Ford,2016,6800,Manual,45040,Diesel,0,78.5,1.5
Ford,2017,12000,Manual,45032,Diesel,0,78.5,1.5
vw,2016,8600,Manual,45027,Petrol,20,60.1,1.2
Ford,2013,7000,Manual,45024,Petrol,0,65.7,1
Ford,2014,7170,Manual,45018,Petrol,0,65.7,1
Ford,2016,15499,Manual,45018,Diesel,125,56.5,2
Ford,2016,7935,Manual,45018,Petrol,0,65.7,1
Hyundai,2013,5800,Manual,45016,Petrol,145,45.6,1.4
audi,2015,14898,Manual,45009,Diesel,20,67.3,2
Hyundai,2017,13498,Manual,45005,Diesel,145,61.7,1.7
vw,2016,12912,Manual,45004,Diesel,145,53.3,2
Ford,2017,9300,Manual,45002,Petrol,150,53.3,1
audi,2015,11385,Manual,45000,Diesel,20,72.4,1.6
audi,2017,10995,Manual,45000,Diesel,0,76.3,1.6
audi,2016,12990,Manual,45000,Diesel,0,74.3,2
audi,2012,10950,Manual,45000,Diesel,145,53.3,2
audi,2015,11490,Manual,45000,Diesel,20,68.9,2
audi,2011,6475,Manual,45000,Diesel,0,70.6,1.6
audi,2015,10950,Manual,45000,Petrol,30,56.5,1.4
BMW,2010,8399,Manual,45000,Diesel,195,49.6,3
BMW,2016,8990,Manual,45000,Diesel,20,72.4,1.5
BMW,2015,10490,Manual,45000,Diesel,30,65.7,2
BMW,2012,10975,Manual,45000,Diesel,145,56.5,2
Ford,2014,7250,Manual,45000,Petrol,0,65.7,1
Ford,2017,9171,Manual,45000,Petrol,20,62.8,1
Ford,2016,7550,Manual,45000,Diesel,0,78.5,1.5
Ford,2014,6500,Manual,45000,Diesel,0,85.6,1.6
Ford,2012,4963,Manual,45000,Diesel,20,68.9,1.4
Ford,2016,11900,Manual,45000,Diesel,125,60.1,2
